iso3,country_plan_name,year,plan_type,overlooked_crisis_index,severity_score,funding_gap_score,scale_score,pooled_gap_score,vulnerability_score,crisis_status,data_completeness,total_people_in_need,total_people_targeted,total_people_reached,total_people_affected,total_population,crisis_severity_pct,affected_population_pct,num_clusters,num_subnational_regions,clusters,children_in_need,female_in_need,male_in_need,elderly_in_need,idp_in_need,returnee_in_need,host_community_in_need,refugee_in_need,children_vulnerability_pct,elderly_vulnerability_pct,female_vulnerability_pct,idp_pct,returnee_pct,refugee_pct,total_funding_usd,total_requirements_usd,funding_gap_usd,funding_coverage_pct,min_funding_coverage_pct,max_funding_coverage_pct,funding_gap_per_person_usd,num_response_plans,num_flash_appeals,num_regional_plans,plan_types,original_requirements_usd,revised_requirements_usd,requirements_change_usd,requirements_change_pct,requirements_revision_ratio,pooled_funding_usd,num_pooled_projects,pooled_coverage_pct,pooled_funding_gap_usd,reserve_projects,standard_projects,reserve_funding_usd,standard_funding_usd,reserve_allocation_pct,targeting_efficiency_pct,reach_efficiency_pct,cost_per_beneficiary_usd,beneficiaries_per_dollar,beneficiaries_per_dollar_pooled,avg_project_budget_usd,min_project_budget_usd,max_project_budget_usd,project_budget_variability,is_cost_anomaly,is_efficiency_anomaly,is_project_size_anomaly,is_severely_underfunded,has_major_requirement_increase,cost_zscore,efficiency_zscore,project_size_zscore,benchmark_cost_per_beneficiary,benchmark_beneficiaries_per_dollar,benchmark_project_size,benchmark_funding_coverage_pct,benchmark_pooled_coverage_pct,num_admin_regions,census_year,num_funding_plans,female_population,male_population,child_population,elderly_population,funding_millions_usd,requirements_millions_usd,gap_millions_usd,pooled_gap_millions_usd,requirements_change_millions_usd
MMR,Myanmar Humanitarian Needs and Response Plan 2026,2026,Humanitarian needs and response plan,531.37,4.59,93.01,3.84,100,3274.65,CRITICAL - Severely Overlooked,Complete - Has HNO Data,1957173,1132893,1000000,null,57000000,3.43,null,10,18,"[""WSH"",""HEA"",""SHL"",""NUT"",""PRO-GBV"",""EDU"",""PRO-MIN"",""PRO"",""FSC"",""PRO-CPN""]",101360694,131928780,null,25783363,75240022,7632538,161245847,null,5178.93,1317.38,6740.78,3844.32,389.98,null,62180097,889600798,827420701,6.99,7,7,422.76,21,1,0,"[""HRP"",""Flash Appeal"",""Other""]",9751576676,8301833520,-1449743156,16.22,0.85,0,0,0,889600798,0,0,0,0,null,57.88,88.27,54.89,0.02,null,null,null,null,null,false,false,false,true,false,-0.37,-0.36,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,62.18,889.6,827.42,889.6,-1449.74
MMR,Myanmar Original Humanitarian Needs and Response Plan 2025,2025,Humanitarian needs and response plan,525.47,4.59,70.97,3.84,97.45,3274.65,CRITICAL - Severely Overlooked,Complete - Has HNO Data,1957173,1132893,1000000,null,57000000,3.43,null,10,18,"[""WSH"",""HEA"",""SHL"",""NUT"",""PRO-GBV"",""EDU"",""PRO-MIN"",""PRO"",""FSC"",""PRO-CPN""]",101360694,131928780,null,25783363,75240022,7632538,161245847,null,5178.93,1317.38,6740.78,3844.32,389.98,null,410241413,1412961603,1002720190,29.03,18,76,512.33,21,1,0,"[""HRP"",""Flash Appeal"",""Other""]",9751576676,8301833520,-1449743156,16.22,0.85,36000000,3,2.55,1376961603,1,2,5000000,31000000,13.89,57.88,88.27,362.12,0,0.03,12000000,5000000,20000000,0.6292,true,false,false,false,false,3.16,-0.75,0.42,87.23,0.03,8378713.62,30.61,0.67,null,null,2,null,null,null,null,410.24,1412.96,1002.72,1376.96,-1449.74
MMR,Myanmar Humanitarian Needs and Response Plan 2024,2024,Humanitarian needs and response plan,522.99,4.59,59.49,3.84,100,3274.65,CRITICAL - Severely Overlooked,Complete - Has HNO Data,1957173,1132893,1000000,null,57000000,3.43,null,10,18,"[""WSH"",""HEA"",""SHL"",""NUT"",""PRO-GBV"",""EDU"",""PRO-MIN"",""PRO"",""FSC"",""PRO-CPN""]",101360694,131928780,null,25783363,75240022,7632538,161245847,null,5178.93,1317.38,6740.78,3844.32,389.98,null,402441771,993548103,591106332,40.51,41,41,302.02,21,1,0,"[""HRP"",""Flash Appeal"",""Other""]",9751576676,8301833520,-1449743156,16.22,0.85,0,0,0,993548103,0,0,0,0,null,57.88,88.27,355.23,0,null,null,null,null,null,true,false,false,false,false,3.08,-0.75,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,402.44,993.55,591.11,993.55,-1449.74
CHL,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,99.72,0,99.6,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,79314252,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,181687,45685835,45504148,0.4,0,0,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,45685835,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,16,2022,1,20091170,19565956,9942906,7197108,0.18,45.69,45.5,45.69,836.81
AGO,Democratic Republic of the Congo Regional Refugee Response Plan 2024,2024,Regional response plan,99.68,0,99.54,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,148821496,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,95615,20646267,20550652,0.46,0,0,null,15,1,6,"[""Other"",""Flash Appeal"",""Regional Response""]",7167563537,5763216036,-1404347501,-9.27,0.8,0,0,0,20646267,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,18,2024,1,38015214,36395534,43097708,2885300,0.1,20.65,20.55,20.65,-1404.35
GUY,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,99.22,0,98.88,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,3024948,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,110279,9886876,9776597,1.12,1,1,null,10,1,8,"[""Flash Appeal"",""Regional Response"",""Other""]",9998155563,10834557532,836401969,-14.23,1.08,0,0,0,9886876,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,10,2021,1,750430,762044,505670,167802,0.11,9.89,9.78,9.89,836.4
TTO,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,99.19,0,98.85,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,5310784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65881,5712000,5646119,1.15,1,1,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,5712000,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,15,2011,1,1323337,1332055,743236,355174,0.07,5.71,5.65,5.71,836.81
BGD,Rohingya Humanitarian Crisis Joint Response Plan 2026,2026,Regional response plan,99.17,0,98.82,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,662601900,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8239389,698375266,690135877,1.18,1,1,null,17,1,10,"[""Regional Response"",""Other"",""Flash Appeal""]",10420599441,9898953129,-521646312,31.35,0.95,0,0,0,698375266,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,8,2022,1,168658468,162642482,113903114,35742372,8.24,698.38,690.14,698.38,-521.65
URY,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,98.91,0,98.44,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,14265627,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,153600,9861588,9707988,1.56,2,2,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,9861588,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,19,2023,1,3671007,3461712,1854422,1466669,0.15,9.86,9.71,9.86,836.81
CUW,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,98.87,0,98.38,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,76392,4720075,4643683,1.62,2,2,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,4720075,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,0.08,4.72,4.64,4.72,836.81
ECU,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,98.8,0,98.28,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,70042572,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2422352,141239770,138817418,1.72,2,2,null,13,1,8,"[""Regional Response"",""Flash Appeal"",""Other""]",10914355563,11751233002,836877439,-9.08,1.08,0,0,0,141239770,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,25,2020,1,17689412,17331874,13272318,3809136,2.42,141.24,138.82,141.24,836.88
ABW,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,98.75,0,98.22,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90615,5089340,4998725,1.78,2,2,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,5089340,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,0.09,5.09,5,5.09,836.81
BGR,Ukraine Situation Regional Refugee Response Plan 2025,2025,Regional response plan,98.5,0,97.86,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,640000,29882002,29242002,2.14,2,2,null,3,0,3,"[""Regional Response""]",3456368319,3456368319,0,0,1,0,0,0,29882002,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,0.64,29.88,29.24,29.88,0
AGO,Democratic Republic of the Congo Regional Refugee Response Plan 2025,2025,Regional response plan,98.06,0,97.23,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,148821496,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,560874,20227157,19666283,2.77,3,3,null,15,1,6,"[""Other"",""Flash Appeal"",""Regional Response""]",7167563537,5763216036,-1404347501,-9.27,0.8,0,0,0,20227157,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,18,2024,1,38015214,36395534,43097708,2885300,0.56,20.23,19.67,20.23,-1404.35
PRY,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,97.88,0,96.97,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,30206390,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,137236,4536485,4399249,3.03,3,3,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,4536485,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,18,2023,1,7503836,7597246,5581014,1598090,0.14,4.54,4.4,4.54,836.81
CHL,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,97.63,0,96.62,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,79314252,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2717100,80306084,77588984,3.38,3,3,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,80306084,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,16,2022,1,20091170,19565956,9942906,7197108,2.72,80.31,77.59,80.31,836.81
CRI,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,97.42,0,96.32,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,20652084,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,695934,18903343,18207409,3.68,4,4,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,18903343,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,7,2021,1,5124734,5201308,2973588,1423222,0.7,18.9,18.21,18.9,836.81
PER,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,97.03,0,95.76,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,136153828,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6500551,153457657,146957106,4.24,4,4,null,11,2,8,"[""Flash Appeal"",""Regional Response"",""Other""]",10071615910,10909294311,837678401,-10.85,1.08,0,0,0,153457657,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,25,2024,1,34325638,33751276,21664518,9495606,6.5,153.46,146.96,153.46,837.68
TTO,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,97.01,0,95.74,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,5310784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,829917,19461087,18631170,4.26,4,4,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,19461087,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,15,2011,1,1323337,1332055,743236,355174,0.83,19.46,18.63,19.46,836.81
TUR,Syrian Arab Republic Regional Refugee and Resilience Plan (3RP) 2025,2025,Regional response plan,96.91,0,95.59,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,341118212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32702515,740852304,708149789,4.41,4,4,null,18,1,15,"[""Other"",""Regional Response"",""Flash Appeal""]",62855672939,70919373548,8063700609,4.11,1.13,0,0,0,740852304,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,81,2022,1,85150882,85408224,50100440,24616680,32.7,740.85,708.15,740.85,8063.7
ARG,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,96.77,0,95.39,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,183234988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1071907,23236023,22164116,4.61,5,5,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,23236023,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,24,2021,1,46631858,44985636,29171327,14556647,1.07,23.24,22.16,23.24,836.81
VNM,Viet Nam 25-26 Joint Response Plan Multiple Typhoons and Floods 2026,2026,Other,96.71,0,95.29,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,403075626,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2876898,61132366,58255468,4.71,5,5,null,4,0,0,"[""Other""]",132745761,165104559,32358798,-7.41,1.24,0,0,0,61132366,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,63,2024,1,100869068,100668728,61405824,28655287,2.88,61.13,58.26,61.13,32.36
CZE,Ukraine Situation Regional Refugee Response Plan 2025,2025,Regional response plan,96.68,0,95.26,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1949544,41124168,39174624,4.74,5,5,null,3,0,3,"[""Regional Response""]",3456368319,3456368319,0,0,1,0,0,0,41124168,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,1.95,41.12,39.17,41.12,0
SYR,Syrian Arab Republic Humanitarian Response Priorities 2026,2026,Humanitarian needs and response plan,96.45,0,94.93,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,161798281,3190000000,3028201719,5.07,5,5,null,23,2,1,"[""HRP"",""Other"",""Flash Appeal"",""Regional Response""]",40053250558,50226070791,10172820233,15.58,1.25,0,0,0,3190000000,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,161.8,3190,3028.2,3190,10172.82
ARG,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2024,2024,Regional response plan,96.02,0,94.32,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,183234988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1251020,22026528,20775508,5.68,6,6,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,22026528,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,24,2021,1,46631858,44985636,29171327,14556647,1.25,22.03,20.78,22.03,836.81
PSE,Escalation of Hostilities in the OPT Flash Appeal 2026,2026,Flash appeal,95.84,0,94.06,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,21933800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,241269681,4064305808,3823036127,5.94,6,6,null,29,5,0,"[""Flash Appeal"",""Other""]",20753057659,23393503442,2640445783,28.99,1.13,0,0,0,4064305808,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,2,2023,1,5395100,5571800,5218596,625150,241.27,4064.31,3823.04,4064.31,2640.45
BRA,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,95.78,0,93.98,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,812323024,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5071921,84211220,79139299,6.02,6,6,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,84211220,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,27,2022,1,209096650,197064862,109010406,64226980,5.07,84.21,79.14,84.21,836.81
BOL,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,95.34,0,93.35,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,48024124,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,612185,9198941,8586756,6.65,7,7,null,11,3,7,"[""Other"",""Regional Response"",""Flash Appeal""]",9286808598,10125091606,838283008,-7.19,1.09,0,0,0,9198941,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,9,2022,1,11965660,12046402,9357178,2534380,0.61,9.2,8.59,9.2,838.28
ECU,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,94.91,0,92.73,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,70042572,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16691504,229690772,212999268,7.27,7,7,null,13,1,8,"[""Regional Response"",""Flash Appeal"",""Other""]",10914355563,11751233002,836877439,-9.08,1.08,0,0,0,229690772,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,25,2020,1,17689412,17331874,13272318,3809136,16.69,229.69,213,229.69,836.88
IRN,Afghanistan Situation Regional Refugee Response Plan 2025,2025,Regional response plan,94.5,0,92.14,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,319705080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20699119,263236972,242537853,7.86,8,8,null,10,1,4,"[""Regional Response"",""Other"",""Flash Appeal""]",5426855182,3453776981,-1973078201,-6.34,0.64,0,0,0,263236972,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,31,2016,1,78855656,80996884,49303324,14828182,20.7,263.24,242.54,263.24,-1973.08
PRY,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2024,2024,Regional response plan,94.41,0,92.02,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,30206390,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,365964,4584401,4218437,7.98,8,8,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,4584401,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,18,2023,1,7503836,7597246,5581014,1598090,0.37,4.58,4.22,4.58,836.81
GUY,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,94.02,0,91.46,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,3024948,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,150110,1757662,1607552,8.54,9,9,null,10,1,8,"[""Flash Appeal"",""Regional Response"",""Other""]",9998155563,10834557532,836401969,-14.23,1.08,0,0,0,1757662,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,10,2021,1,750430,762044,505670,167802,0.15,1.76,1.61,1.76,836.4
PER,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,93.7,0,91,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,136153828,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25645377,284811689,259166312,9,9,9,null,11,2,8,"[""Flash Appeal"",""Regional Response"",""Other""]",10071615910,10909294311,837678401,-10.85,1.08,0,0,0,284811689,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,25,2024,1,34325638,33751276,21664518,9495606,25.65,284.81,259.17,284.81,837.68
POL,Ukraine Situation Regional Refugee Response Plan 2025,2025,Regional response plan,93.08,0,90.11,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,150252284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20427437,206518173,186090736,9.89,10,10,null,4,0,4,"[""Regional Response""]",4007017319,5246305310,1239287991,56.26,1.31,0,0,0,206518173,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,16,2024,1,38836320,36289822,15059464,19872174,20.43,206.52,186.09,206.52,1239.29
TTO,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2024,2024,Regional response plan,92.94,0,89.91,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,5310784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2380674,23592989,21212315,10.09,10,10,null,9,0,8,"[""Regional Response"",""Other""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,23592989,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,15,2011,1,1323337,1332055,743236,355174,2.38,23.59,21.21,23.59,836.81
IRN,Afghanistan Situation Regional Refugee Response Plan 2024,2024,Regional response plan,92.93,0,89.91,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,319705080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25445209,252099523,226654314,10.09,10,10,null,10,1,4,"[""Regional Response"",""Other"",""Flash Appeal""]",5426855182,3453776981,-1973078201,-6.34,0.64,0,0,0,252099523,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,31,2016,1,78855656,80996884,49303324,14828182,25.45,252.1,226.65,252.1,-1973.08
PAN,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,91.63,0,88.04,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,16257780,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2250002,18812451,16562449,11.96,12,12,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,18812451,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,13,2023,1,4099836,4029054,2722542,1127282,2.25,18.81,16.56,18.81,836.81
TZA,Regional Migrant Response Plan for Horn of Africa to Yemen and Southern Africa 2025,2025,Regional response plan,91.32,0,87.59,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,234211380,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12647527,101942760,89295233,12.41,12,53,null,20,0,12,"[""Regional Response"",""Other""]",6870892867,5580693321,-1290199546,-14.07,0.81,0,0,0,101942760,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,31,2020,2,58652102,58453588,63113340,5441224,12.65,101.94,89.3,101.94,-1290.2
PAN,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,91.16,0,87.37,0,100,0,CRITICAL - Severely Overlooked,Partial - Funding Data Only,null,null,null,null,16257780,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,654207,5179113,4524906,12.63,13,13,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,5179113,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,true,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,13,2023,1,4099836,4029054,2722542,1127282,0.65,5.18,4.52,5.18,836.81
